person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,age_group,loan_amnt_group,income_group,loan_to_income,loan_to_emp_length_ratio,int_rate_to loan_amnt_ratio
23,41000,MORTGAGE,5.0,DEBTCONSOLIDATION,6000,9.32,0,0.15,N,3,18-30,medium,low-middle,0.14634146341463414,0.0008333333333333334,0.0015533333333333334
24,125000,RENT,6.0,PERSONAL,4800,6.76,0,0.04,N,3,18-30,small,high-middle,0.0384,0.00125,0.0014083333333333333
23,41000,MORTGAGE,0.0,VENTURE,4500,10.95,0,0.11,N,4,18-30,small,low-middle,0.10975609756097561,0.0,0.0024333333333333334
22,23000,RENT,6.0,VENTURE,4850,14.27,0,0.21,Y,4,18-30,small,low-middle,0.2108695652173913,0.0012371134020618556,0.002942268041237113
24,40000,RENT,0.0,EDUCATION,4850,6.62,0,0.12,N,2,18-30,small,low-middle,0.12125,0.0,0.0013649484536082475
24,54000,RENT,0.0,HOMEIMPROVEMENT,4850,8.49,0,0.09,N,2,18-30,small,middle,0.08981481481481482,0.0,0.0017505154639175257
23,41000,MORTGAGE,4.0,MEDICAL,7500,10.71,0,0.18,N,2,18-30,medium,low-middle,0.18292682926829268,0.0005333333333333334,0.001428
23,41000,MORTGAGE,7.0,DEBTCONSOLIDATION,5500,10.71,0,0.13,N,4,18-30,medium,low-middle,0.13414634146341464,0.0012727272727272728,0.0019472727272727274
25,21600,RENT,0.0,EDUCATION,4900,13.72,0,0.23,Y,2,18-30,small,low-middle,0.22685185185185186,0.0,0.0028
21,41004,MORTGAGE,5.0,VENTURE,24250,10.75,0,0.59,N,2,18-30,very large,low-middle,0.5914057165154619,0.0002061855670103093,0.00044329896907216497
25,41004,OWN,9.0,VENTURE,4000,6.76,0,0.1,N,3,18-30,small,low-middle,0.097551458394303,0.00225,0.0016899999999999999
25,41004,OWN,1.0,PERSONAL,12000,10.99,0,0.29,N,2,18-30,large,low-middle,0.292654375182909,8.333333333333333e-05,0.0009158333333333334
23,95000,RENT,4.0,PERSONAL,10000,10.99,0,0.11,N,4,18-30,medium,middle,0.10526315789473684,0.0004,0.001099
26,41004,MORTGAGE,5.0,VENTURE,16000,10.95,0,0.39,N,3,18-30,very large,low-middle,0.390205833577212,0.0003125,0.000684375
23,41004,MORTGAGE,8.0,VENTURE,10000,9.32,0,0.24,N,4,18-30,medium,low-middle,0.24387864598575748,0.0008,0.000932
25,83000,RENT,0.0,EDUCATION,10000,13.22,1,0.12,N,3,18-30,medium,middle,0.12048192771084337,0.0,0.001322
23,96000,RENT,7.0,PERSONAL,10000,10.65,0,0.1,N,3,18-30,medium,middle,0.10416666666666667,0.0007,0.001065
26,96000,RENT,11.0,HOMEIMPROVEMENT,10000,19.69,0,0.1,Y,3,18-30,medium,middle,0.10416666666666667,0.0011,0.0019690000000000003
21,41033,MORTGAGE,2.0,DEBTCONSOLIDATION,5700,12.99,0,0.14,N,4,18-30,medium,low-middle,0.1389125825555041,0.0003508771929824561,0.0022789473684210527
24,41100,OWN,4.0,PERSONAL,5600,6.03,0,0.14,N,3,18-30,medium,low-middle,0.1362530413625304,0.0007142857142857143,0.0010767857142857144
24,41100,OWN,2.0,VENTURE,9200,12.42,0,0.22,N,2,18-30,medium,low-middle,0.22384428223844283,0.0002173913043478261,0.00135
23,97000,RENT,7.0,EDUCATION,10000,13.99,0,0.1,N,3,18-30,medium,middle,0.10309278350515463,0.0007,0.001399
24,97850,RENT,5.0,HOMEIMPROVEMENT,10000,7.51,0,0.1,N,4,18-30,medium,middle,0.10219724067450178,0.0005,0.0007509999999999999
25,98000,RENT,9.0,DEBTCONSOLIDATION,10000,12.69,0,0.1,N,4,18-30,medium,middle,0.10204081632653061,0.0009,0.001269
23,41196,MORTGAGE,7.0,EDUCATION,16000,11.83,0,0.39,N,2,18-30,very large,low-middle,0.3883872220603942,0.0004375,0.000739375
26,99000,RENT,5.0,PERSONAL,10000,7.29,0,0.1,N,2,18-30,medium,middle,0.10101010101010101,0.0005,0.000729
25,99275,RENT,1.0,PERSONAL,10000,14.65,0,0.1,Y,3,18-30,medium,middle,0.10073029463611181,0.0001,0.001465
21,41200,OWN,3.0,PERSONAL,8000,11.48,0,0.19,N,3,18-30,medium,low-middle,0.1941747572815534,0.000375,0.001435
24,87996,RENT,8.0,DEBTCONSOLIDATION,10000,14.84,1,0.11,Y,2,18-30,medium,middle,0.11364152916041638,0.0008,0.001484
22,99996,RENT,1.0,EDUCATION,10000,9.32,0,0.1,N,4,18-30,medium,middle,0.1000040001600064,0.0001,0.000932
22,100000,RENT,3.0,EDUCATION,10000,10.65,0,0.1,N,3,18-30,medium,high-middle,0.1,0.0003,0.001065
24,100000,RENT,5.0,PERSONAL,10000,7.51,0,0.1,N,3,18-30,medium,high-middle,0.1,0.0005,0.0007509999999999999
25,100000,RENT,3.0,VENTURE,10000,6.62,0,0.1,N,4,18-30,medium,high-middle,0.1,0.0003,0.000662
25,88000,RENT,9.0,EDUCATION,10000,17.88,1,0.11,Y,4,18-30,medium,middle,0.11363636363636363,0.0009,0.0017879999999999999
24,100000,RENT,4.0,HOMEIMPROVEMENT,10000,16.4,0,0.1,Y,2,18-30,medium,high-middle,0.1,0.0004,0.00164
21,88000,RENT,4.0,VENTURE,10000,17.93,1,0.11,Y,3,18-30,medium,middle,0.11363636363636363,0.0004,0.0017929999999999999
23,100000,RENT,0.0,PERSONAL,10000,11.46,0,0.1,N,2,18-30,medium,high-middle,0.1,0.0,0.001146
21,102000,RENT,5.0,EDUCATION,10000,10.99,0,0.1,Y,3,18-30,medium,high-middle,0.09803921568627451,0.0005,0.001099
23,41496,OWN,4.0,VENTURE,7200,10.99,0,0.17,N,2,18-30,medium,low-middle,0.1735106998264893,0.0005555555555555556,0.001526388888888889
26,102000,RENT,5.0,MEDICAL,10000,8.59,0,0.1,N,2,18-30,medium,high-middle,0.09803921568627451,0.0005,0.000859
25,107000,RENT,0.0,VENTURE,10000,8.38,0,0.09,N,3,18-30,medium,high-middle,0.09345794392523364,0.0,0.0008380000000000001
24,41500,MORTGAGE,8.0,EDUCATION,8500,7.14,0,0.2,N,4,18-30,medium,low-middle,0.20481927710843373,0.0009411764705882353,0.0008399999999999999
23,107500,RENT,7.0,MEDICAL,10000,7.66,0,0.09,N,2,18-30,medium,high-middle,0.09302325581395349,0.0007,0.000766
26,96000,RENT,2.0,EDUCATION,10000,15.28,1,0.1,Y,2,18-30,medium,middle,0.10416666666666667,0.0002,0.0015279999999999998
25,41508,MORTGAGE,9.0,EDUCATION,1600,13.11,0,0.04,Y,3,18-30,small,low-middle,0.03854678616170377,0.005625,0.00819375
23,98000,RENT,0.0,EDUCATION,10000,16.4,1,0.1,N,2,18-30,medium,middle,0.10204081632653061,0.0,0.00164
25,41520,OWN,9.0,MEDICAL,4400,7.29,0,0.11,N,2,18-30,small,low-middle,0.10597302504816955,0.0020454545454545456,0.0016568181818181818
23,110000,RENT,5.0,DEBTCONSOLIDATION,10000,7.88,0,0.09,N,2,18-30,medium,high-middle,0.09090909090909091,0.0005,0.000788
22,41600,OWN,4.0,EDUCATION,12000,12.42,0,0.29,N,2,18-30,large,low-middle,0.28846153846153844,0.0003333333333333333,0.001035
22,41600,MORTGAGE,0.0,DEBTCONSOLIDATION,6800,10.59,0,0.16,N,3,18-30,medium,low-middle,0.16346153846153846,0.0,0.0015573529411764707
23,41600,MORTGAGE,7.0,EDUCATION,7000,13.43,0,0.17,N,3,18-30,medium,low-middle,0.16826923076923078,0.001,0.0019185714285714286
26,113000,RENT,3.0,HOMEIMPROVEMENT,10000,13.72,0,0.09,Y,3,18-30,medium,high-middle,0.08849557522123894,0.0003,0.001372
24,41600,MORTGAGE,0.0,HOMEIMPROVEMENT,10000,8.94,0,0.24,N,2,18-30,medium,low-middle,0.2403846153846154,0.0,0.0008939999999999999
22,41600,MORTGAGE,2.0,EDUCATION,3000,15.05,0,0.07,N,3,18-30,small,low-middle,0.07211538461538461,0.0006666666666666666,0.005016666666666667
24,114800,RENT,6.0,PERSONAL,10000,8.94,0,0.09,N,4,18-30,medium,high-middle,0.08710801393728224,0.0006,0.0008939999999999999
22,41604,OWN,1.0,PERSONAL,14400,10.99,0,0.35,N,4,18-30,large,low-middle,0.3461205653302567,6.944444444444444e-05,0.0007631944444444445
25,41664,MORTGAGE,6.0,HOMEIMPROVEMENT,4000,5.99,0,0.1,N,2,18-30,small,low-middle,0.09600614439324116,0.0015,0.0014975000000000001
25,115000,RENT,6.0,MEDICAL,10000,7.29,0,0.09,N,4,18-30,medium,high-middle,0.08695652173913043,0.0006,0.000729
22,41717,OWN,5.0,VENTURE,20000,11.12,0,0.48,N,4,18-30,very large,low-middle,0.47942085960160125,0.00025,0.000556
25,41718,OWN,3.0,VENTURE,5000,7.51,0,0.12,N,2,18-30,small,low-middle,0.11985234191476102,0.0006,0.0015019999999999999
25,115000,RENT,3.0,MEDICAL,10000,10.37,0,0.09,N,2,18-30,medium,high-middle,0.08695652173913043,0.0003,0.001037
21,35760,MORTGAGE,5.0,HOMEIMPROVEMENT,2400,10.99,1,0.07,N,3,18-30,small,low-middle,0.06711409395973154,0.0020833333333333333,0.004579166666666667
25,116000,RENT,5.0,DEBTCONSOLIDATION,10000,14.26,0,0.09,Y,4,18-30,medium,high-middle,0.08620689655172414,0.0005,0.001426
22,41784,MORTGAGE,6.0,DEBTCONSOLIDATION,5000,6.03,0,0.12,N,2,18-30,small,low-middle,0.11966302891058779,0.0012,0.001206
22,41800,MORTGAGE,3.0,VENTURE,3100,6.76,0,0.07,N,4,18-30,small,low-middle,0.07416267942583732,0.000967741935483871,0.0021806451612903224
22,41820,MORTGAGE,4.0,PERSONAL,2500,6.91,0,0.06,N,3,18-30,small,low-middle,0.05978000956480153,0.0016,0.002764
21,120000,RENT,2.0,DEBTCONSOLIDATION,10000,11.71,0,0.08,N,3,18-30,medium,high-middle,0.08333333333333333,0.0002,0.0011710000000000002
21,120000,RENT,4.0,DEBTCONSOLIDATION,10000,9.99,0,0.08,N,3,18-30,medium,high-middle,0.08333333333333333,0.0004,0.000999
26,120000,RENT,11.0,HOMEIMPROVEMENT,10000,12.68,0,0.08,N,2,18-30,medium,high-middle,0.08333333333333333,0.0011,0.001268
23,35941,MORTGAGE,7.0,HOMEIMPROVEMENT,3500,13.35,1,0.1,N,2,18-30,small,low-middle,0.09738182020533652,0.002,0.003814285714285714
24,120000,RENT,3.0,MEDICAL,10000,7.88,0,0.08,N,2,18-30,medium,high-middle,0.08333333333333333,0.0003,0.000788
24,120000,RENT,4.0,HOMEIMPROVEMENT,10000,13.61,0,0.08,Y,4,18-30,medium,high-middle,0.08333333333333333,0.0004,0.001361
23,91800,RENT,7.0,MEDICAL,10000,10.99,1,0.09,N,4,18-30,medium,middle,0.10893246187363835,0.0007,0.001099
25,120000,RENT,3.0,DEBTCONSOLIDATION,10000,9.32,0,0.08,N,2,18-30,medium,high-middle,0.08333333333333333,0.0003,0.000932
23,120000,RENT,0.0,DEBTCONSOLIDATION,10000,11.66,0,0.08,N,2,18-30,medium,high-middle,0.08333333333333333,0.0,0.001166
24,42000,MORTGAGE,5.0,DEBTCONSOLIDATION,19200,7.9,0,0.46,N,2,18-30,very large,low-middle,0.45714285714285713,0.00026041666666666666,0.00041145833333333334
26,122500,RENT,1.0,MEDICAL,10000,10.65,0,0.08,N,3,18-30,medium,high-middle,0.08163265306122448,0.0001,0.001065
25,42000,MORTGAGE,4.0,DEBTCONSOLIDATION,3000,9.91,0,0.07,N,4,18-30,small,low-middle,0.07142857142857142,0.0013333333333333333,0.0033033333333333335
23,124000,RENT,2.0,PERSONAL,10000,14.27,0,0.08,N,3,18-30,medium,high-middle,0.08064516129032258,0.0002,0.0014269999999999999
22,42000,MORTGAGE,1.0,PERSONAL,10500,14.65,0,0.25,N,2,18-30,large,low-middle,0.25,9.523809523809524e-05,0.0013952380952380952
26,125000,RENT,6.0,VENTURE,10000,7.49,0,0.08,N,2,18-30,medium,high-middle,0.08,0.0006,0.000749
25,130000,RENT,7.0,HOMEIMPROVEMENT,10000,7.49,0,0.08,N,2,18-30,medium,high-middle,0.07692307692307693,0.0007,0.000749
22,36000,MORTGAGE,6.0,DEBTCONSOLIDATION,4000,12.69,1,0.11,N,4,18-30,small,low-middle,0.1111111111111111,0.0015,0.0031725
21,36000,MORTGAGE,2.0,MEDICAL,5000,14.27,1,0.14,Y,2,18-30,small,low-middle,0.1388888888888889,0.0004,0.0028539999999999998
25,42000,MORTGAGE,9.0,HOMEIMPROVEMENT,12000,9.91,0,0.29,N,2,18-30,large,low-middle,0.2857142857142857,0.00075,0.0008258333333333334
23,42000,MORTGAGE,0.0,PERSONAL,6000,16.77,0,0.14,N,3,18-30,medium,low-middle,0.14285714285714285,0.0,0.0027949999999999997
25,42000,MORTGAGE,1.0,VENTURE,13975,8.9,0,0.33,N,4,18-30,large,low-middle,0.3327380952380952,7.155635062611807e-05,0.0006368515205724508
25,132000,RENT,4.0,HOMEIMPROVEMENT,10000,12.84,0,0.08,Y,3,18-30,medium,high-middle,0.07575757575757576,0.0004,0.001284
22,42000,MORTGAGE,6.0,EDUCATION,15000,13.49,0,0.36,Y,4,18-30,large,low-middle,0.35714285714285715,0.0004,0.0008993333333333334
22,140000,RENT,0.0,EDUCATION,10000,9.99,0,0.07,N,2,18-30,medium,high-middle,0.07142857142857142,0.0,0.000999
24,140000,RENT,0.0,HOMEIMPROVEMENT,10000,11.14,0,0.07,N,2,18-30,medium,high-middle,0.07142857142857142,0.0,0.001114
24,42000,MORTGAGE,5.0,EDUCATION,4900,6.03,0,0.12,N,4,18-30,small,low-middle,0.11666666666666667,0.0010204081632653062,0.0012306122448979592
24,42000,OWN,8.0,EDUCATION,8000,6.62,0,0.19,N,4,18-30,medium,low-middle,0.19047619047619047,0.001,0.0008275
22,42000,MORTGAGE,5.0,VENTURE,5400,6.03,0,0.13,N,3,18-30,medium,low-middle,0.12857142857142856,0.000925925925925926,0.0011166666666666666
22,42000,OWN,6.0,VENTURE,4800,10.99,0,0.11,N,3,18-30,small,low-middle,0.11428571428571428,0.00125,0.0022895833333333336
26,145000,RENT,1.0,HOMEIMPROVEMENT,10000,10.99,0,0.07,N,3,18-30,medium,high-middle,0.06896551724137931,0.0001,0.001099
22,42000,MORTGAGE,4.0,VENTURE,3500,9.91,0,0.08,N,2,18-30,small,low-middle,0.08333333333333333,0.001142857142857143,0.0028314285714285715
24,42000,MORTGAGE,3.0,EDUCATION,8675,7.51,0,0.21,N,4,18-30,medium,low-middle,0.20654761904761904,0.000345821325648415,0.0008657060518731988
23,157500,RENT,1.0,EDUCATION,10000,12.69,0,0.06,N,2,18-30,medium,high-middle,0.06349206349206349,0.0001,0.001269
25,42000,OWN,6.0,EDUCATION,18000,10.99,0,0.43,N,2,18-30,very large,low-middle,0.42857142857142855,0.0003333333333333333,0.0006105555555555556
22,160000,RENT,0.0,VENTURE,10000,8.94,0,0.06,N,3,18-30,medium,high-middle,0.0625,0.0,0.0008939999999999999
25,153000,RENT,9.0,DEBTCONSOLIDATION,10000,14.96,1,0.07,Y,4,18-30,medium,high-middle,0.06535947712418301,0.0009,0.0014960000000000002
24,165000,RENT,2.0,PERSONAL,10000,9.2,0,0.06,N,3,18-30,medium,high-middle,0.06060606060606061,0.0002,0.0009199999999999999
24,42000,MORTGAGE,6.0,MEDICAL,3125,8.9,0,0.07,N,3,18-30,small,low-middle,0.0744047619047619,0.00192,0.0028480000000000003
25,175000,RENT,4.0,HOMEIMPROVEMENT,10000,15.05,0,0.06,Y,4,18-30,medium,high-middle,0.05714285714285714,0.0004,0.001505
24,238000,RENT,2.0,VENTURE,10000,13.67,1,0.04,N,2,18-30,medium,high,0.04201680672268908,0.0002,0.001367
22,42000,MORTGAGE,7.0,DEBTCONSOLIDATION,9350,12.69,0,0.22,N,2,18-30,medium,low-middle,0.2226190476190476,0.000748663101604278,0.0013572192513368983
24,42000,MORTGAGE,4.0,VENTURE,8000,6.62,0,0.19,N,3,18-30,medium,low-middle,0.19047619047619047,0.0005,0.0008275
24,24148,RENT,1.0,EDUCATION,9975,11.48,1,0.41,N,4,18-30,medium,low-middle,0.4130776875931754,0.00010025062656641604,0.0011508771929824562
22,29004,RENT,4.0,EDUCATION,9975,10.99,1,0.34,N,2,18-30,medium,low-middle,0.34391808026479104,0.0004010025062656642,0.0011017543859649123
24,46000,RENT,2.0,VENTURE,9975,13.11,0,0.22,Y,3,18-30,medium,low-middle,0.21684782608695652,0.0002005012531328321,0.0013142857142857142
22,60000,RENT,6.0,VENTURE,9975,11.48,0,0.17,N,4,18-30,medium,middle,0.16625,0.0006015037593984962,0.0011508771929824562
22,42000,MORTGAGE,6.0,MEDICAL,3000,6.03,0,0.07,N,2,18-30,small,low-middle,0.07142857142857142,0.002,0.00201
23,65000,RENT,0.0,VENTURE,9975,7.51,0,0.15,N,2,18-30,medium,middle,0.15346153846153845,0.0,0.0007528822055137844
23,42000,OWN,5.0,VENTURE,6500,6.03,0,0.15,N,2,18-30,medium,low-middle,0.15476190476190477,0.0007692307692307692,0.0009276923076923078
22,72000,RENT,0.0,VENTURE,9975,10.99,0,0.14,N,3,18-30,medium,middle,0.13854166666666667,0.0,0.0011017543859649123
22,42000,OWN,6.0,PERSONAL,10000,6.03,0,0.24,N,2,18-30,medium,low-middle,0.23809523809523808,0.0006,0.000603
25,42000,MORTGAGE,9.0,EDUCATION,9100,10.99,0,0.22,N,3,18-30,medium,low-middle,0.21666666666666667,0.000989010989010989,0.0012076923076923076
22,83200,RENT,6.0,DEBTCONSOLIDATION,9975,10.99,0,0.12,N,3,18-30,medium,middle,0.11989182692307693,0.0006015037593984962,0.0011017543859649123
25,26880,RENT,1.0,VENTURE,4900,14.26,0,0.18,Y,4,18-30,small,low-middle,0.18229166666666666,0.00020408163265306123,0.002910204081632653
21,42000,OWN,5.0,EDUCATION,5000,17.49,0,0.12,N,2,18-30,small,low-middle,0.11904761904761904,0.001,0.003498
22,26400,RENT,6.0,EDUCATION,9900,11.71,1,0.38,N,4,18-30,medium,low-middle,0.375,0.0006060606060606061,0.0011828282828282828
22,30000,RENT,4.0,VENTURE,9875,7.29,1,0.33,N,3,18-30,medium,low-middle,0.32916666666666666,0.00040506329113924053,0.0007382278481012658
23,42000,MORTGAGE,7.0,EDUCATION,8000,10.99,0,0.19,N,4,18-30,medium,low-middle,0.19047619047619047,0.000875,0.00137375
26,28000,RENT,5.0,VENTURE,9800,7.29,1,0.35,N,4,18-30,medium,low-middle,0.35,0.0005102040816326531,0.0007438775510204081
22,33000,RENT,4.0,DEBTCONSOLIDATION,9800,10.99,1,0.3,N,2,18-30,medium,low-middle,0.296969696969697,0.00040816326530612246,0.0011214285714285714
25,36000,RENT,3.0,EDUCATION,9800,10.36,0,0.27,N,4,18-30,medium,low-middle,0.2722222222222222,0.0003061224489795918,0.0010571428571428572
23,48000,RENT,7.0,DEBTCONSOLIDATION,9800,7.88,0,0.2,N,4,18-30,medium,low-middle,0.20416666666666666,0.0007142857142857143,0.0008040816326530612
23,44000,RENT,7.0,EDUCATION,9800,7.51,1,0.22,N,2,18-30,medium,low-middle,0.22272727272727272,0.0007142857142857143,0.0007663265306122449
24,42000,MORTGAGE,4.0,HOMEIMPROVEMENT,12000,6.99,0,0.29,N,3,18-30,large,low-middle,0.2857142857142857,0.0003333333333333333,0.0005825
23,44000,RENT,7.0,MEDICAL,9800,13.11,1,0.22,N,2,18-30,medium,low-middle,0.22272727272727272,0.0007142857142857143,0.0013377551020408163
24,42000,MORTGAGE,8.0,PERSONAL,1000,11.49,0,0.02,N,4,18-30,small,low-middle,0.023809523809523808,0.008,0.01149
26,36000,MORTGAGE,3.0,EDUCATION,11000,10.59,1,0.31,N,4,18-30,large,low-middle,0.3055555555555556,0.00027272727272727274,0.0009627272727272728
24,53500,RENT,0.0,HOMEIMPROVEMENT,9800,6.17,0,0.18,N,4,18-30,medium,middle,0.18317757009345795,0.0,0.0006295918367346939
23,60000,RENT,4.0,EDUCATION,9800,13.49,0,0.16,N,2,18-30,medium,middle,0.16333333333333333,0.00040816326530612246,0.001376530612244898
22,60000,RENT,4.0,PERSONAL,9800,10.99,0,0.16,N,3,18-30,medium,middle,0.16333333333333333,0.00040816326530612246,0.0011214285714285714
25,60000,RENT,4.0,PERSONAL,9800,10.99,0,0.16,N,3,18-30,medium,middle,0.16333333333333333,0.00040816326530612246,0.0011214285714285714
24,82500,RENT,8.0,MEDICAL,9800,7.51,0,0.12,N,4,18-30,medium,middle,0.11878787878787879,0.0008163265306122449,0.0007663265306122449
23,66300,RENT,7.0,MEDICAL,9800,15.7,1,0.13,Y,2,18-30,medium,middle,0.1478129713423831,0.0007142857142857143,0.0016020408163265306
22,42000,OWN,3.0,VENTURE,7000,10.99,0,0.17,N,3,18-30,medium,low-middle,0.16666666666666666,0.00042857142857142855,0.00157
26,93000,RENT,7.0,HOMEIMPROVEMENT,9800,10.25,0,0.11,N,4,18-30,medium,middle,0.1053763440860215,0.0007142857142857143,0.0010459183673469387
25,42000,MORTGAGE,2.0,EDUCATION,7200,14.79,0,0.17,Y,2,18-30,medium,low-middle,0.17142857142857143,0.0002777777777777778,0.0020541666666666664
26,107000,RENT,2.0,MEDICAL,9800,8.9,0,0.09,N,3,18-30,medium,high-middle,0.09158878504672897,0.00020408163265306123,0.0009081632653061225
23,36000,MORTGAGE,7.0,HOMEIMPROVEMENT,6725,11.49,1,0.19,N,2,18-30,medium,low-middle,0.18680555555555556,0.0010408921933085502,0.0017085501858736059
21,42000,MORTGAGE,5.0,EDUCATION,7000,15.23,0,0.17,Y,4,18-30,medium,low-middle,0.16666666666666666,0.0007142857142857143,0.0021757142857142856
23,36504,RENT,0.0,EDUCATION,4900,12.68,0,0.13,N,2,18-30,small,low-middle,0.13423186500109577,0.0,0.002587755102040816
25,32400,RENT,2.0,MEDICAL,4900,11.49,1,0.15,N,2,18-30,small,low-middle,0.15123456790123457,0.00040816326530612246,0.0023448979591836733
23,42000,RENT,2.0,EDUCATION,4900,14.72,0,0.12,Y,4,18-30,small,low-middle,0.11666666666666667,0.00040816326530612246,0.0030040816326530615
22,42000,MORTGAGE,6.0,EDUCATION,14750,12.99,0,0.35,N,4,18-30,large,low-middle,0.35119047619047616,0.00040677966101694915,0.0008806779661016949
22,42000,MORTGAGE,6.0,EDUCATION,6000,12.99,0,0.14,Y,2,18-30,medium,low-middle,0.14285714285714285,0.001,0.002165
22,42000,MORTGAGE,5.0,VENTURE,5000,6.99,0,0.12,N,4,18-30,small,low-middle,0.11904761904761904,0.001,0.001398
26,36000,MORTGAGE,1.0,HOMEIMPROVEMENT,4500,10.59,1,0.13,N,2,18-30,small,low-middle,0.125,0.00022222222222222223,0.002353333333333333
23,50000,RENT,0.0,EDUCATION,4900,8.49,0,0.1,N,3,18-30,small,middle,0.098,0.0,0.00173265306122449
21,50000,RENT,5.0,EDUCATION,4900,8.94,0,0.1,N,2,18-30,small,middle,0.098,0.0010204081632653062,0.0018244897959183673
24,51630,RENT,0.0,MEDICAL,4900,9.99,0,0.09,N,3,18-30,small,middle,0.09490606236684099,0.0,0.0020387755102040817
23,54096,RENT,2.0,PERSONAL,4900,10.99,0,0.09,N,2,18-30,small,middle,0.09057971014492754,0.00040816326530612246,0.002242857142857143
23,42000,MORTGAGE,7.0,VENTURE,8000,5.42,0,0.19,N,3,18-30,medium,low-middle,0.19047619047619047,0.000875,0.0006775
24,69600,RENT,8.0,PERSONAL,4900,9.99,0,0.07,N,2,18-30,small,middle,0.07040229885057471,0.0016326530612244899,0.0020387755102040817
23,42000,MORTGAGE,7.0,PERSONAL,12000,15.23,0,0.29,Y,3,18-30,large,low-middle,0.2857142857142857,0.0005833333333333334,0.0012691666666666667
21,42000,OWN,5.0,MEDICAL,8000,9.99,0,0.19,N,4,18-30,medium,low-middle,0.19047619047619047,0.000625,0.00124875
24,74000,RENT,1.0,PERSONAL,4900,12.87,0,0.07,N,3,18-30,small,middle,0.06621621621621622,0.00020408163265306123,0.0026265306122448978
23,107000,RENT,2.0,DEBTCONSOLIDATION,4900,8.94,0,0.05,N,2,18-30,small,high-middle,0.04579439252336449,0.00040816326530612246,0.0018244897959183673
25,13296,RENT,4.0,HOMEIMPROVEMENT,4950,9.63,1,0.37,N,3,18-30,small,low,0.3722924187725632,0.0008080808080808081,0.0019454545454545456
22,15000,RENT,3.0,PERSONAL,4950,8.9,1,0.33,N,4,18-30,small,low,0.33,0.0006060606060606061,0.001797979797979798
24,42000,MORTGAGE,9.0,PERSONAL,11000,5.42,0,0.26,N,4,18-30,large,low-middle,0.2619047619047619,0.0008181818181818182,0.0004927272727272727
24,42000,MORTGAGE,2.0,PERSONAL,10000,7.49,0,0.24,N,4,18-30,medium,low-middle,0.23809523809523808,0.0002,0.000749
24,36000,MORTGAGE,5.0,MEDICAL,4000,15.23,1,0.11,Y,3,18-30,small,low-middle,0.1111111111111111,0.00125,0.0038075
22,34000,RENT,3.0,DEBTCONSOLIDATION,4975,7.51,1,0.15,N,2,18-30,small,low-middle,0.1463235294117647,0.0006030150753768845,0.0015095477386934673
24,75000,RENT,0.0,DEBTCONSOLIDATION,4975,6.76,0,0.07,N,4,18-30,small,middle,0.06633333333333333,0.0,0.0013587939698492461
22,95000,RENT,0.0,MEDICAL,4975,6.17,0,0.05,N,3,18-30,small,middle,0.05236842105263158,0.0,0.0012402010050251255
23,42000,OWN,0.0,PERSONAL,6000,5.42,0,0.14,N,2,18-30,medium,low-middle,0.14285714285714285,0.0,0.0009033333333333334
23,27972,RENT,6.0,VENTURE,5000,8.94,0,0.18,N,3,18-30,small,low-middle,0.17875017875017876,0.0012,0.0017879999999999999
22,27996,RENT,1.0,VENTURE,5000,17.51,1,0.18,N,4,18-30,small,low-middle,0.17859694242034577,0.0002,0.0035020000000000003
24,42000,MORTGAGE,4.0,VENTURE,1200,11.49,0,0.03,N,3,18-30,small,low-middle,0.02857142857142857,0.0033333333333333335,0.009575
22,27996,RENT,4.0,MEDICAL,5000,10.99,0,0.18,Y,3,18-30,small,low-middle,0.17859694242034577,0.0008,0.002198
24,42000,MORTGAGE,8.0,HOMEIMPROVEMENT,2500,15.28,0,0.06,N,2,18-30,small,low-middle,0.05952380952380952,0.0032,0.006111999999999999
23,28000,RENT,4.0,DEBTCONSOLIDATION,5000,13.72,1,0.18,N,4,18-30,small,low-middle,0.17857142857142858,0.0008,0.002744
23,28000,RENT,0.0,MEDICAL,5000,11.78,0,0.18,N,4,18-30,small,low-middle,0.17857142857142858,0.0,0.002356
24,28000,RENT,0.0,MEDICAL,5000,7.68,0,0.18,N,3,18-30,small,low-middle,0.17857142857142858,0.0,0.001536
25,28800,RENT,0.0,EDUCATION,5000,8.9,0,0.17,N,2,18-30,small,low-middle,0.1736111111111111,0.0,0.0017800000000000001
